country,points,price,province,region_1,region_2,variety,winery
US,85,54,California,Santa Ynez Valley,Central Coast,Cabernet Sauvignon,Coghlan
Australia,85,,Victoria,Yarra Valley,,Sauvignon Blanc,Coldstream Hills
Argentina,85,15,Mendoza Province,Mendoza,,Malbec,Cueva de las Manos
Australia,85,14,South Australia,Adelaide Hills,,Pinot Grigio,James Oatley
Italy,85,30,Tuscany,Rosso di Montalcino,,Sangiovese Grosso,Podere La Vigna
South Africa,85,10,Robertson,,,Red Blend,Robertson Winery
Italy,85,10,Piedmont,Moscato d'Asti,,Moscato,Santero
US,85,15,California,California,California Other,White Blend,Turn 4
US,85,20,California,Central Coast,Central Coast,Chardonnay,Sarah's Vineyard
Romania,85,8,Dealurile Munteniei,,,Pinot Noir,SERVE
Italy,88,45,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Tassi
Italy,88,21,Tuscany,Chianti Classico,,Sangiovese,Valiano
Israel,88,25,Judean Hills,,,Pinotage,Barkan
Spain,88,78,Catalonia,Priorat,,White Blend,Costers del Siurana
Italy,88,34,Tuscany,Chianti Rufina,,Sangiovese,Fattoria di Grignano
Spain,88,53,Northern Spain,Rioja,,Tempranillo Blend,Valdelana
Italy,88,30,Tuscany,Chianti Classico,,Sangiovese,Agricola Querciabella
US,88,42,California,Howell Mountain,Napa,Zinfandel,Lamborn Family Vineyards
US,88,20,California,Calaveras County,Sierra Foothills,Muscat Blanc,Newsome-Harlow
New Zealand,88,18,Marlborough,,,Pinot Noir,Otto's Constant Dream
New Zealand,88,50,Hawke's Bay,,,Bordeaux-style Red Blend,Paritua
Italy,88,22,Central Italy,Sangiovese di Romagna,,Sangiovese,Poderi Morini
New Zealand,88,40,Central Otago,,,Pinot Noir,Prophet's Rock
US,88,18,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Atwater
Italy,88,30,Tuscany,Chianti Rufina,,Sangiovese,Castello del Trebbio
Italy,88,29,Tuscany,Montecucco,,Sangiovese,Piandibugnano
Italy,88,,Tuscany,Montecucco,,Sangiovese,Poggio Mandorlo
New Zealand,88,15,Marlborough,,,Sauvignon Blanc,Sherwood Estate
Chile,88,23,Limarí Valley,,,Chardonnay,Tamaya
Argentina,87,12,Other,Patagonia,,Pinot Noir,Bodega NQN
US,87,30,California,Mt. Harlan,Central Coast,Chardonnay,Calera
Argentina,87,11,Mendoza Province,Uco Valley,,Malbec,O. Fournier
US,87,30,California,Napa Valley,Napa,Zinfandel,Peju
France,87,32,Burgundy,Ladoix,,Pinot Noir,Pierre André
US,87,50,California,Chiles Valley,Napa,Cabernet Sauvignon,RustRidge
Argentina,87,13,Other,Patagonia,,Malbec,Ruta 22
Italy,87,,Southern Italy,Salento,,Primitivo,Schola Sarmenti di Terrulenta
Italy,87,19,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,Spagnol
US,87,17,California,Edna Valley,Central Coast,Albariño,Tangent
US,87,20,New York,Finger Lakes,Finger Lakes,Pinot Noir,Chateau Lafayette Reneau
France,87,24,Burgundy,Mercurey,,Pinot Noir,Château Philippe-le-Hardi
US,87,48,California,Russian River Valley,Sonoma,Pinot Noir,CULT
US,87,25,California,Santa Maria Valley,Central Coast,Chardonnay,Falcone
Argentina,87,21,Mendoza Province,Mendoza,,Malbec,Familia Cassone
France,87,,Loire Valley,Muscadet Sèvre et Maine,,Melon,Guy Saget
Italy,87,,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,Villa Sandi
Chile,87,14,Colchagua Valley,,,Syrah,Viu Manent
Italy,87,,Central Italy,Marche,,Passerina,Velenosi
US,87,22,California,Napa Valley,Napa,Zinfandel,Ballentine
France,87,45,Champagne,Champagne,,Champagne Blend,Beaumont des Crayères
US,87,25,New York,New York,New York Other,Cabernet Franc,Belhurst
US,87,48,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Blue Rock
Italy,87,18,Piedmont,Moscato d'Asti,,Moscato,Bosio
France,87,,Loire Valley,Saumur,,Rosé,Cave de Saumur
US,87,18,California,Lodi,Central Valley,Red Blend,Incognito
US,87,25,New York,North Fork of Long Island,Long Island,Merlot,Jamesport
US,85,15,Idaho,,,Viognier,Koenig Vineyards
Argentina,85,15,Mendoza Province,Agrelo,,Cabernet Sauvignon,Lamadrid
US,85,18,Virginia,Monticello,,Viognier,White Hall
US,85,18,Idaho,,,Sangiovese,Williamson Vineyard
France,85,,Burgundy,Bourgogne,,Pinot Noir,Domaine Poulleau Père et Fils
Portugal,85,10,Alentejano,,,Aragonez,Herdade de São Miguel
Argentina,85,13,Mendoza Province,Mendoza,,Malbec,Alamos
Portugal,85,8,Vinho Verde,,,Portuguese White,Aveleda
Portugal,85,20,Vinho Espumante de Qualidade,,,Portuguese Sparkling,Bacalhôa Wines of Portugal
Portugal,85,9,Península de Setúbal,,,Portuguese White,Bacalhôa Wines of Portugal
Argentina,85,15,Mendoza Province,Mendoza,,Sémillon,Bodega Carmine Granata
Spain,85,14,Levante,Jumilla,,Monastrell,Bodegas Silvano Garcia
Italy,85,13,Veneto,Prosecco,,Glera,Canti
Italy,85,17,Central Italy,Lambrusco Reggiano,,Lambrusco,Cantina di Puianello
Italy,85,,Lombardy,Oltrepò Pavese,,Pinot Nero,Castello di Luzzano
Portugal,85,9,Bairrada,,,Bical,Caves Aliança
US,85,25,America,,,Merlot,Clearwater Canyon
Italy,85,16,Central Italy,Romagna,,Sparkling Blend,Cleto Chiarli
US,85,28,New York,North Fork of Long Island,Long Island,Sauvignon Blanc,Comtesse Thérèse
US,85,20,California,California,California Other,Chardonnay,F.J. Serra
Argentina,85,11,Mendoza Province,Mendoza,,Chardonnay,Finca El Origen
US,85,30,California,Sonoma County-Napa County,Napa-Sonoma,Cabernet Sauvignon,Frenchie Winery
Portugal,85,11,Península de Setúbal,,,Portuguese Red,Herdade da Comporta
France,85,17,Burgundy,Bourgogne,,Pinot Noir,Manuel Olivier
US,85,33,California,Mendocino County,,Pinot Noir,Paul Dolan
Argentina,85,35,Other,Cafayate,,Malbec,Quara
US,85,45,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Raptor Ridge
US,85,15,California,Russian River Valley,Sonoma,Rosé,River Road
France,90,60,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château l'Enclos
France,90,33,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Roylland
US,90,35,California,Santa Maria Valley,Central Coast,Pinot Noir,Costa de Oro
US,90,22,Oregon,Applegate Valley,Southern Oregon,Rhône-style White Blend,Cowhorn
US,90,15,Oregon,Willamette Valley,Willamette Valley,Pinot Blanc,David Hill
France,90,27,Southwest France,Jurançon Sec,,Petit Manseng,Domaine Bellegarde
Italy,90,80,Tuscany,Toscana,,Red Blend,Fattoria di Grignano
US,90,20,California,Sonoma County,Sonoma,Sparkling Blend,Gloria Ferrer
US,90,45,California,Napa Valley,Napa,Chardonnay,Tudal
France,90,,Loire Valley,Sancerre,,Sauvignon Blanc,Vincent Pinard
US,90,44,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Vista Hills
US,90,34,California,Dry Creek Valley,Sonoma,Zinfandel,Wilson
US,90,36,New York,Finger Lakes,Finger Lakes,Riesling,Hermann J. Wiemer
US,90,60,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Lange
US,90,22,California,Napa Valley,Napa,Merlot,Napa Cellars
US,90,35,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Patton Valley
Italy,90,26,Tuscany,Bolgheri,,Red Blend,Podere Guado al Melo
Portugal,90,20,Alentejano,,,Antão Vaz,Quinta do Quetzal
US,90,50,California,Napa Valley,Napa,Cabernet Sauvignon,Signorello
US,90,22,Oregon,Umpqua Valley,Southern Oregon,Pinot Noir,Brandborg
US,90,75,California,Mt. Harlan,Central Coast,Pinot Noir,Calera
Italy,90,,Tuscany,Bolgheri,,Red Blend,Campo alla Sughera
France,90,18,Southwest France,Côtes de Bergerac,,Bordeaux-style Red Blend,Château Bélingard
France,90,33,Bordeaux,Graves,,Bordeaux-style White Blend,Château Haut-Peyrous
US,94,48,California,El Pomar District,Central Coast,Cabernet Sauvignon,Sextant
US,94,55,California,Russian River Valley,Sonoma,Pinot Noir,Siduri
France,94,60,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Destieux
US,94,46,California,Santa Barbara County,Central Coast,Pinot Noir,Hug
US,94,38,California,Santa Clara Valley,Central Coast,Grenache,La Marea
US,94,48,California,Templeton Gap District,Central Coast,Red Blend,ONX
US,94,45,Washington,Yakima Valley,Columbia Valley,Cabernet Franc,Pearl and Stone
US,94,98,California,Ballard Canyon,Central Coast,Syrah,Stolpman
US,94,48,California,Arroyo Grande Valley,Central Coast,Chardonnay,Talley
US,94,50,California,Sta. Rita Hills,Central Coast,Pinot Noir,Aether Wine Company
US,94,36,California,Santa Maria Valley,Central Coast,Chardonnay,Aether Wine Company
France,94,45,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château Caillou
France,94,55,Southwest France,Cahors,,Malbec,Château du Cèdre
Italy,94,66,Piedmont,Barolo,,Nebbiolo,Ciabot Berton
US,94,75,California,Adelaida District,Central Coast,Bordeaux-style Red Blend,Daou
US,94,98,California,Napa Valley,Napa,Merlot,Duckhorn
US,94,48,California,Central Coast,,Syrah,Foxen
Italy,94,47,Piedmont,Barolo,,Nebbiolo,Paolo Scavino
Portugal,94,60,Douro,,,Portuguese Red,Quinta da Romaneira
US,94,48,California,Ballard Canyon,Central Coast,Syrah,Stolpman
US,94,55,California,Sta. Rita Hills,Central Coast,Chardonnay,Two Sisters
US,94,85,California,Napa Valley,Napa,Chardonnay,Hertelendy
US,94,44,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,94,115,California,Napa Valley,Napa,Cabernet Franc,Jarvis
US,94,70,California,Russian River Valley,Sonoma,Chardonnay,Lynmar
US,94,60,California,Carneros,Napa-Sonoma,Chardonnay,Patz & Hall
Italy,94,100,Central Italy,Montefalco Sagrantino,,Sagrantino,Arnaldo Caprai
France,86,,Beaujolais,Brouilly,,Gamay,Jean Loron
US,86,40,California,Carmel Valley,Central Coast,Merlot,Joullian
Italy,86,10,Tuscany,Toscana,,Red Blend,L'Oca Ciuca
Italy,86,16,Tuscany,Toscana,,Red Blend,Maestro Sanguineti
France,86,,Beaujolais,Régnié,,Gamay,Maison des Bulliats
,,,,,,,
France,86,10,Rhône Valley,Ventoux,,Rhône-style Red Blend,Ravoire et Fils
Chile,86,12,Curicó Valley,,,Malbec,Junta
Chile,86,12,Curicó Valley,,,Sauvignon Blanc,Junta
US,86,28,New York,Finger Lakes,Finger Lakes,Rosé,240 Days
US,86,19,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Boomtown
Italy,86,,Tuscany,Brunello di Montalcino,,Sangiovese,Vasco Sassetti
Chile,86,13,Maipo Valley,,,Syrah,Santa Rita
France,86,20,Beaujolais,Brouilly,,Gamay,Henry Fessy
Chile,86,15,Maule Valley,,,Red Blend,J. Bouchon
US,86,44,California,Sonoma Coast,Sonoma,Pinot Noir,Marimar Estate
France,86,21,Rhône Valley,Ventoux,,Grenache,Marrenon
Chile,86,13,Aconcagua Costa,,,Sauvignon Blanc,Montes
Chile,86,8,Colchagua Valley,,,Sauvignon Blanc,Santa Rita
Chile,86,13,Maipo Valley,,,Cabernet Sauvignon,Ventisquero
New Zealand,86,16,Waipara,,,Sauvignon Blanc,Vinterra
Chile,86,12,Maule Valley,,,Syrah,Finca Patagonia
Italy,86,37,Tuscany,Montecucco,,Sangiovese,Basile
US,86,16,New York,Finger Lakes,Finger Lakes,Pinot Gris,Billsboro
Chile,86,11,Lontué Valley,,,Syrah,Alta Cima
US,86,18,California,Paso Robles,Central Coast,Cabernet Sauvignon,Angeline
US,86,14,California,Monterey County,Central Coast,Chardonnay,Angeline
US,86,14,California,Central Coast,Central Coast,Pinot Grigio,Bianchi
Italy,86,32,Tuscany,Bolgheri,,White Blend,Campo alla Sughera
France,86,25,Beaujolais,Morgon,,Gamay,Domaine des Marrans
US,92,40,California,Central Coast,,Barbera,Palmina
England,92,50,England,,,Sparkling Blend,Ridgeview Estate
US,92,36,California,Santa Clara Valley,Central Coast,Pinot Noir,Sarah's Vineyard
US,92,32,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Sarah's Vineyard
US,92,85,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Sequel
US,92,42,California,Paso Robles,Central Coast,Petite Sirah,Shale Oak
US,92,95,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Shoup
France,92,,Beaujolais,Moulin-à-Vent,,Gamay,Albert Bichot
France,92,25,Alsace,Alsace,,Gewürztraminer,Wunsch & Mann
US,92,35,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Bargetto
US,92,50,California,Paso Robles,Central Coast,Cabernet Sauvignon-Syrah,Brian Benson
US,92,35,California,Rockpile,Sonoma,Zinfandel,Carol Shelton
Portugal,92,20,Alentejano,,,Alicante Bouschet,Casa Agricola Alexandre Relvas
US,92,45,California,Mendocino Ridge,,Pinot Noir,Cerridwen
France,92,22,Southwest France,Jurançon,,Gros and Petit Manseng,Château de Jurque
France,92,55,Southwest France,Cahors,,Malbec-Tannat,Château Eugénie
Chile,92,80,Maipo Valley,,,Red Blend,Cousiño-Macul
France,92,53,Alsace,Alsace,,Pinot Gris,Domaine Weinbach
US,92,24,California,High Valley,,Red Blend,Eruption
US,92,115,California,St. Helena,Napa,Cabernet Sauvignon,Etude
US,92,43,California,Temecula Valley,South Coast,Syrah,Falkner
US,92,60,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Feather
France,92,35,Alsace,Alsace,,Pinot Gris,Domaine Michel Fonne
Spain,91,23,Galicia,Rías Baixas,,Albariño,Adegas Gran Vinum
US,91,40,Washington,Yakima Valley,Columbia Valley,Syrah,Ardor
England,91,52,England,,,Chardonnay,Bolney Wine Estate
US,91,60,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,Buty
US,91,50,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Chester Kidder
US,91,86,California,Stags Leap District,Napa,Cabernet Sauvignon,Chimney Rock
Greece,91,12,Atalanti Valley,,,Assyrtiko,Hatzimichalis
US,89,20,Washington,Columbia Valley (WA),Columbia Valley,Viognier,Cave B
France,89,45,Champagne,Champagne,,Champagne Blend,Charles Ellner
France,89,,Alsace,Alsace,,Gewürztraminer,Domaine Sipp-Mack
Austria,89,30,Wachau,,,Grüner Veltliner,Domäne Wachau
Italy,89,35,Tuscany,Colli della Toscana Centrale,,Red Blend,Fattoria San Michele a Torri
France,89,,Alsace,Alsace,,Pinot Noir,Frey-Sohler
US,89,14,California,Santa Ynez Valley,Central Coast,Sauvignon Blanc,Gainey
US,89,17,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Gård
France,89,,Beaujolais,Morgon,,Gamay,Georges Duboeuf
Spain,89,39,Catalonia,Cava,,Sparkling Blend,Agustí Torelló Mata
France,89,,Alsace,Alsace,,Pinot Blanc,André Blanck et ses Fils
Italy,89,28,Tuscany,Chianti Classico,,Sangiovese,Castello d'Albola
France,89,35,Languedoc-Roussillon,Rivesaltes,,White Blend,Laurent de Bescombes Singla
Spain,89,15,Catalonia,Cava,,Sparkling Blend,Loxarel
France,89,,Alsace,Alsace,,Pinot Gris,Meyer-Fonné
US,89,38,California,Suisun Valley,North Coast,Petite Sirah,Olabisi
US,89,25,California,Mendocino,,Gewürztraminer,Clif Family
France,89,,Alsace,Alsace,,Pinot Gris,Emile Beyer
US,89,30,Washington,Columbia Valley (WA),Columbia Valley,Zinfandel,Forgeron
Italy,89,24,Tuscany,Toscana,,Red Blend,Antinori
US,89,19,New York,Finger Lakes,Finger Lakes,Riesling,Red Tail Ridge
US,89,20,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Snoqualmie
Italy,89,55,Tuscany,Toscana,,Red Blend,Tenuta San Guido
Spain,89,24,Northern Spain,Ribera del Duero,,Tempranillo,Valdubón
Spain,88,29,Northern Spain,Ribera del Duero,,Tempranillo,García Figuero
Spain,88,15,Northern Spain,Rioja,,Red Blend,Palacios Remondo
France,88,,Alsace,Alsace,,Pinot Gris,André Blanck et ses Fils
France,88,,Alsace,Alsace,,Gewürztraminer,André Kientzler
France,92,,Bordeaux,Barsac,,Bordeaux-style White Blend,Château Suau
France,92,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Croix de Beaucaillou
France,92,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Domaine de Chevalier
France,92,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Grand-Puy-Lacoste
France,92,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Lascombes
France,92,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château le Bon Pasteur
France,92,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Providence
France,91,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Beauregard
France,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Canon la Gaffelière
France,91,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Cos d'Estournel
France,91,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Latour à Pomerol
France,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Picque Caillou
France,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Citran
France,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Coufran
France,91,,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château Filhot
France,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Giscours
France,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château la Couspaude
France,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château la Dominique
France,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château La Mission Haut-Brion
US,85,28,California,Russian River Valley,Sonoma,Chardonnay,J Vineyards & Winery
Argentina,85,17,Mendoza Province,Mendoza,,Bonarda,La Posta
US,85,18,California,Napa Valley,Napa,Pinot Grigio,Luna
Spain,85,12,Northern Spain,Navarra,,Rosé,Marco Real
US,85,18,California,Lodi,Central Valley,Red Blend,Michael David
US,85,24,California,Paso Robles,Central Coast,Sangiovese,Niner
Spain,85,10,Galicia,Rías Baixas,,Albariño,Pazo Serantellos
US,85,28,California,Paso Robles,Central Coast,Merlot,Pomar Junction
Portugal,85,8,Tejo,,,Portuguese White,Quinta da Alorna
Portugal,85,13,Lisboa,,,Touriga Nacional,Quinta do Carneiro
Australia,85,10,South Australia,South Australia,,Shiraz,R Wines
US,85,20,California,Sierra Foothills,Sierra Foothills,Rosé,Naggiar
US,85,23,California,Mendocino,,Zinfandel,Nelson Family Vineyards
Italy,85,19,Northeastern Italy,Alto Adige,,Pinot Bianco,Peter Zemmer
US,85,8,California,California,California Other,Chardonnay,Round Hill
Argentina,85,18,Mendoza Province,Mendoza,,Malbec,Tempus Alba
France,85,13,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Château Suau
US,85,30,California,Santa Cruz Mountains,Central Coast,Chardonnay,Cinnabar
US,85,18,California,Central Coast,Central Coast,Zinfandel,Clos La Chance
US,85,10,California,Santa Barbara County,Central Coast,Gewürztraminer,Courtney Benham
US,85,10,California,California,California Other,Rosé,Diamond Ridge Vineyards
US,85,22,California,Russian River Valley,Sonoma,Sauvignon Blanc,Dutton Estate
Argentina,85,10,Mendoza Province,Mendoza,,Chardonnay,Espiritu de Argentina
US,85,18,California,Lodi,Central Valley,Alvarelhão,Fenestra
Portugal,85,25,Tejo,,,Rosé,Fiuza
US,85,29,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Wilridge
Australia,85,12,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Yellow Tail
US,85,26,California,Carneros,Napa-Sonoma,Chardonnay,Artesa
Spain,85,14,Northern Spain,Cariñena,,Red Blend,Bodegas Virgen del Águila
US,91,25,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Ashan
US,91,48,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Chateau Ste. Michelle
US,91,85,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Col Solare
US,91,36,California,Santa Lucia Highlands,Central Coast,Chardonnay,McIntyre Vineyards
US,91,28,California,Santa Lucia Highlands,Central Coast,Chardonnay,Morgan
US,91,40,California,Potter Valley,,Champagne Blend,Saint Gregory
US,91,22,California,Santa Barbara County,Central Coast,Chardonnay,Sanford
US,91,55,California,Napa Valley,Napa,Red Blend,Sequum
US,91,18,California,California,California Other,Zinfandel,Sobon Estate
US,91,75,California,Napa Valley,Napa,Red Blend,St. Supéry
US,91,30,California,Amador County,Sierra Foothills,Zinfandel,Terra d'Oro
US,91,37,California,Alexander Valley,Sonoma,Cabernet Sauvignon,The Calling
France,91,24,Alsace,Alsace,,Pinot Gris,Trimbach
US,91,49,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,William Grassie
US,91,28,California,Ballard Canyon,Central Coast,Roussanne,Zinke
US,91,21,California,Napa Valley,Napa,Sauvignon Blanc,Groth
France,91,109,Burgundy,Pommard,,Pinot Noir,Jean-Luc and Paul Aegerter
Chile,91,24,Cachapoal Valley,,,Syrah,Valle Secreto
US,91,60,California,Napa Valley,Napa,Cabernet Sauvignon,William Hill Estate
US,91,58,California,Sonoma Coast,Sonoma,Pinot Noir,Pali
US,91,35,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Rexford
US,91,45,California,Napa Valley,Napa,Zinfandel,Robert Biale
US,91,50,California,St. Helena,Napa,Zinfandel,Robert Biale
US,91,28,California,Ballard Canyon,Central Coast,Roussanne,Stolpman
US,91,30,California,Napa Valley,Napa,Red Blend,Tres Sabores
Italy,91,55,Veneto,Amarone della Valpolicella,,Red Blend,Monte Zovo
US,91,50,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,Northstar
US,91,38,California,Paso Robles,Central Coast,Grenache,Anglim
US,91,40,California,Mendocino,,Red Blend,Brutocao
France,91,35,Provence,Côtes de Provence,,Rosé,Château d'Esclans
US,86,34,California,Oak Knoll District,Napa,Chardonnay,Piña
US,86,24,California,Paso Robles,Central Coast,Chardonnay,Eberle
US,86,16,California,California,California Other,Red Blend,Fenestra
Argentina,86,10,Mendoza Province,Mendoza,,Sauvignon Blanc,Lucky Frog
Argentina,86,10,Other,San Juan,,Sauvignon Blanc,Finca Las Moras
US,86,12,California,California,California Other,Pinot Noir,Guenoc
US,86,32,California,South Coast,South Coast,Syrah,Hawk Watch Winery
US,86,24,California,South Coast,South Coast,Viognier,Hawk Watch Winery
US,86,50,California,Napa Valley,Napa,Cabernet Sauvignon,Hestan
US,86,12,California,Lodi,Central Valley,Cabernet Sauvignon,Ironstone
US,86,50,California,Bennett Valley,Sonoma,Chardonnay,Argot
US,86,12,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Castle Rock
US,86,28,Washington,Washington,Washington Other,Carmenère,Clearwater Canyon
Portugal,86,15,Douro,,,Rosé,Colinas do Douro
France,86,28,Burgundy,Bourgogne Hautes Côtes de Nuits,,Chardonnay,Domaine Guy & Yan Dufouleur
Portugal,86,12,Tejo,,,Portuguese Red,Quinta do Casal Monteiro
Portugal,86,10,Douro,,,Portuguese Red,Quinta do Portal
US,86,18,California,California,California Other,Moscato,The Naked Grape
US,86,25,California,Russian River Valley,Sonoma,Chardonnay,Tierra y Mar
US,86,31,California,Napa Valley,Napa,Cabernet Sauvignon,Winc
South Africa,86,13,Stellenbosch,,,Sauvignon Blanc,Fat Barrel
US,86,125,California,Howell Mountain,Napa,Cabernet Sauvignon,Charles Krug
France,86,65,Burgundy,Meursault,,Chardonnay,Jean-Luc and Paul Aegerter
US,86,15,California,Clarksburg,Central Valley,Chardonnay,LangeTwins
Italy,86,15,Veneto,Soave,,White Blend,Latium di Morini
France,86,15,Southwest France,Bergerac Sec,,Semillon-Sauvignon Blanc,Lionel Osmin & Cie
South Africa,86,11,Coastal Region,,,Chenin Blanc,MAN Family Wines
Argentina,86,15,Mendoza Province,Mendoza,,Malbec,Don Miguel Gascón
US,86,20,California,Paso Robles,Central Coast,Moscato,EOS
Portugal,86,9,Dão,,,Portuguese Red,Global Wines
New Zealand,86,13,Marlborough,,,Sauvignon Blanc,The Loop
Italy,86,25,Tuscany,Rosso di Montalcino,,Sangiovese,Uccelliera
Bulgaria,86,9,Danube River Plains,,,Pinot Noir,Vini
US,86,12,California,Sta. Rita Hills,Central Coast,Pinot Noir,Wedell Cellars
US,86,17,California,Central Coast,Central Coast,Merlot,William Hill Estate
US,86,20,California,Lodi,Central Valley,Zinfandel,Ben Ish
Argentina,86,11,Mendoza Province,Mendoza,,Malbec,Black Cabra
US,86,12,California,Yolo County,Central Valley,Cabernet Sauvignon,Black's Station
Spain,86,13,Northern Spain,Rioja,,Viura,Larchago
US,86,22,California,Sierra Foothills,Sierra Foothills,Zinfandel,Boyle MacDonald
US,86,10,Washington,Columbia Valley (WA),Columbia Valley,Sauvignon Blanc,Chateau Ste. Michelle
France,86,20,France Other,Patrimonio,,Rosé,Clos Alivu
US,86,16,New York,Finger Lakes,Finger Lakes,Sparkling Blend,Damiani
US,86,33,California,Madera,Central Valley,Mourvèdre,Dante Robere
Italy,86,32,Tuscany,Rosso di Montalcino,,Sangiovese,La Togata
Brazil,86,12,Serra Gaúcha,,,Tannat,Lidio Carraro
US,86,52,California,Napa Valley,Napa,Cabernet Sauvignon,Long Meadow Ranch
US,86,27,New York,North Fork of Long Island,Long Island,Malbec-Merlot,Martha Clara
New Zealand,86,15,Marlborough,,,Pinot Noir,Matua
US,86,20,New York,New York,New York Other,Merlot,Millbrook
Italy,86,,Tuscany,Rosso di Montalcino,,Sangiovese,Pietranera
US,86,85,California,St. Helena,Napa,Cabernet Sauvignon,Raymond
US,86,17,New York,New York,New York Other,Riesling,Suhru
US,86,89,California,Coombsville,Napa,Cabernet Sauvignon,Threesome Cellars
Argentina,86,20,Mendoza Province,Mendoza,,Chardonnay,Trapiche
Moldova,86,9,Moldova,,,Pinot Gris,Lion-Gri
US,86,46,California,Sonoma Valley,Sonoma,Sauvignon Blanc-Semillon,Lasseter
France,86,15,France Other,Savoie,,White Blend,Philippe Viallet
Italy,86,15,Tuscany,Rosso di Montalcino,,Sangiovese,Pinino
Italy,86,23,Tuscany,Rosso di Montalcino,,Sangiovese,Poggio il Castellare
US,90,58,California,San Luis Obispo County,Central Coast,Pinot Noir,Asuncion Ridge
US,90,25,California,Napa Valley,Napa,Merlot,Ballentine
US,90,20,California,Sonoma County,Sonoma,Cabernet Sauvignon,Benziger
Germany,90,28,Mosel,,,Riesling,Bischöfliche Weingüter Trier
Argentina,90,20,Mendoza Province,Mendoza,,Malbec,Alamos
Germany,90,18,Rheingau,,,Riesling,Baron Knyphausen
Germany,90,50,Rheinhessen,,,Riesling,Thörle
Italy,90,,Tuscany,Vin Santo del Chianti,,Sangiovese,Il Borro
US,90,19,Oregon,Willamette Valley,Willamette Valley,Riesling,Lemelson
US,90,50,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Lucienne
Italy,90,45,Central Italy,Montefalco Rosso,,Red Blend,Milziade Antano
Spain,90,29,Levante,Jumilla,,Monastrell-Syrah,Monterebro
US,90,185,California,Napa Valley,Napa,Cabernet Sauvignon,Moone-Tsai
US,90,46,California,Paso Robles,Central Coast,Petite Sirah,Proulx
Germany,90,25,Mosel,,,Riesling,Dr. H. Thanisch (Erben Thanisch)
Australia,90,37,South Australia,Eden Valley,,Riesling,Henschke
